%eval_id interface	 x1 
1	APPROX_INTERFACE	-0.99
2	APPROX_INTERFACE	-0.97
3	APPROX_INTERFACE	-0.95
4	APPROX_INTERFACE	-0.93
5	APPROX_INTERFACE	-0.91
6	APPROX_INTERFACE	-0.89
7	APPROX_INTERFACE	-0.87
8	APPROX_INTERFACE	-0.85
9	APPROX_INTERFACE	-0.83
10	APPROX_INTERFACE	-0.81
11	APPROX_INTERFACE	-0.79
12	APPROX_INTERFACE	-0.77
13	APPROX_INTERFACE	-0.75
14	APPROX_INTERFACE	-0.73
15	APPROX_INTERFACE	-0.71
16	APPROX_INTERFACE	-0.69
17	APPROX_INTERFACE	-0.67
18	APPROX_INTERFACE	-0.65
19	APPROX_INTERFACE	-0.63
20	APPROX_INTERFACE	-0.61
21	APPROX_INTERFACE	-0.59
22	APPROX_INTERFACE	-0.57
23	APPROX_INTERFACE	-0.55
24	APPROX_INTERFACE	-0.53
25	APPROX_INTERFACE	-0.51
26	APPROX_INTERFACE	-0.49
27	APPROX_INTERFACE	-0.47
28	APPROX_INTERFACE	-0.45
29	APPROX_INTERFACE	-0.43
30	APPROX_INTERFACE	-0.41
31	APPROX_INTERFACE	-0.39
32	APPROX_INTERFACE	-0.37
33	APPROX_INTERFACE	-0.35
34	APPROX_INTERFACE	-0.33
35	APPROX_INTERFACE	-0.31
36	APPROX_INTERFACE	-0.29
37	APPROX_INTERFACE	-0.27
38	APPROX_INTERFACE	-0.25
39	APPROX_INTERFACE	-0.23
40	APPROX_INTERFACE	-0.21
41	APPROX_INTERFACE	-0.19
42	APPROX_INTERFACE	-0.17
43	APPROX_INTERFACE	-0.15
44	APPROX_INTERFACE	-0.13
45	APPROX_INTERFACE	-0.11
46	APPROX_INTERFACE	-0.09
47	APPROX_INTERFACE	-0.07
48	APPROX_INTERFACE	-0.05
49	APPROX_INTERFACE	-0.03
50	APPROX_INTERFACE	-0.01
51	APPROX_INTERFACE	0.01
52	APPROX_INTERFACE	0.03
53	APPROX_INTERFACE	0.05
54	APPROX_INTERFACE	0.07
55	APPROX_INTERFACE	0.09
56	APPROX_INTERFACE	0.11
57	APPROX_INTERFACE	0.13
58	APPROX_INTERFACE	0.15
59	APPROX_INTERFACE	0.17
60	APPROX_INTERFACE	0.19
61	APPROX_INTERFACE	0.21
62	APPROX_INTERFACE	0.23
63	APPROX_INTERFACE	0.25
64	APPROX_INTERFACE	0.27
65	APPROX_INTERFACE	0.29
66	APPROX_INTERFACE	0.31
67	APPROX_INTERFACE	0.33
68	APPROX_INTERFACE	0.35
69	APPROX_INTERFACE	0.37
70	APPROX_INTERFACE	0.39
71	APPROX_INTERFACE	0.41
72	APPROX_INTERFACE	0.43
73	APPROX_INTERFACE	0.45
74	APPROX_INTERFACE	0.47
75	APPROX_INTERFACE	0.49
76	APPROX_INTERFACE	0.51
77	APPROX_INTERFACE	0.53
78	APPROX_INTERFACE	0.55
79	APPROX_INTERFACE	0.57
80	APPROX_INTERFACE	0.59
81	APPROX_INTERFACE	0.61
82	APPROX_INTERFACE	0.63
83	APPROX_INTERFACE	0.65
84	APPROX_INTERFACE	0.67
85	APPROX_INTERFACE	0.69
86	APPROX_INTERFACE	0.71
87	APPROX_INTERFACE	0.73
88	APPROX_INTERFACE	0.75
89	APPROX_INTERFACE	0.77
90	APPROX_INTERFACE	0.79
91	APPROX_INTERFACE	0.81
92	APPROX_INTERFACE	0.83
93	APPROX_INTERFACE	0.85
94	APPROX_INTERFACE	0.87
95	APPROX_INTERFACE	0.89
96	APPROX_INTERFACE	0.91
97	APPROX_INTERFACE	0.93
98	APPROX_INTERFACE	0.95
99	APPROX_INTERFACE	0.97
100	APPROX_INTERFACE	0.99
